0,0,0,-0.195783133,-0.081325301,-0.370481928,-0.222891566,-0.506024096,-0.337349398,-0.635542169,-0.406626506,-0.18373494,-0.484939759,-0.234939759,-0.686746988,-0.271084337,-0.813253012,-0.298192771,-0.936746988,-0.057228916,-0.5,-0.048192771,-0.719879518,-0.036144578,-0.864457831,-0.024096386,-1,0.060240964,-0.460843373,0.090361446,-0.662650602,0.108433735,-0.798192771,0.120481928,-0.930722892,0.165662651,-0.385542169,0.231927711,-0.530120482,0.277108434,-0.635542169,0.313253012,-0.737951807
0,0,0,-0.187692308,-0.089230769,-0.347692308,-0.230769231,-0.476923077,-0.353846154,-0.603076923,-0.44,-0.144615385,-0.492307692,-0.175384615,-0.704615385,-0.190769231,-0.836923077,-0.190769231,-0.963076923,-0.012307692,-0.501538462,0.024615385,-0.726153846,0.055384615,-0.867692308,0.089230769,-1,0.101538462,-0.461538462,0.16,-0.661538462,0.193846154,-0.793846154,0.227692308,-0.923076923,0.206153846,-0.381538462,0.289230769,-0.523076923,0.341538462,-0.624615385,0.384615385,-0.729230769
0,0,0,-0.182098765,-0.089506173,-0.324074074,-0.228395062,-0.441358025,-0.358024691,-0.555555556,-0.462962963,-0.12654321,-0.49382716,-0.148148148,-0.709876543,-0.148148148,-0.842592593,-0.138888889,-0.969135802,0.009259259,-0.50308642,0.052469136,-0.728395062,0.092592593,-0.87037037,0.132716049,-1,0.12037037,-0.459876543,0.179012346,-0.666666667,0.219135802,-0.799382716,0.25308642,-0.925925926,0.222222222,-0.382716049,0.299382716,-0.533950617,0.348765432,-0.632716049,0.391975309,-0.737654321
0,0,0,-0.196132597,-0.069060773,-0.367403315,-0.209944751,-0.502762431,-0.325966851,-0.638121547,-0.392265193,-0.196132597,-0.472375691,-0.256906077,-0.668508287,-0.29558011,-0.79558011,-0.325966851,-0.914364641,-0.071823204,-0.491712707,-0.071823204,-0.718232044,-0.069060773,-0.864640884,-0.063535912,-1,0.041436464,-0.458563536,0.060773481,-0.665745856,0.069060773,-0.806629834,0.071823204,-0.94198895,0.14640884,-0.389502762,0.20441989,-0.538674033,0.243093923,-0.64640884,0.273480663,-0.751381215
0,0,0,-0.202797203,-0.06993007,-0.318181818,-0.251748252,-0.374125874,-0.423076923,-0.454545455,-0.559440559,-0.185314685,-0.465034965,-0.22027972,-0.688811189,-0.241258741,-0.825174825,-0.255244755,-0.954545455,-0.048951049,-0.472027972,-0.041958042,-0.70979021,-0.034965035,-0.86013986,-0.031468531,-1,0.073426573,-0.43006993,0.094405594,-0.646853147,0.101398601,-0.79020979,0.101398601,-0.926573427,0.185314685,-0.356643357,0.234265734,-0.517482517,0.265734266,-0.632867133,0.29020979,-0.748251748
0,0,0,-0.195652174,-0.09057971,-0.311594203,-0.268115942,-0.362318841,-0.434782609,-0.434782609,-0.56884058,-0.166666667,-0.47826087,-0.192028986,-0.702898551,-0.199275362,-0.847826087,-0.199275362,-0.974637681,-0.025362319,-0.489130435,0,-0.72826087,0.032608696,-0.873188406,0.061594203,-1,0.101449275,-0.452898551,0.130434783,-0.673913043,0.152173913,-0.811594203,0.166666667,-0.938405797,0.217391304,-0.384057971,0.27173913,-0.554347826,0.311594203,-0.663043478,0.344202899,-0.764492754
0,0,0,-0.180451128,-0.071428571,-0.27443609,-0.240601504,-0.30075188,-0.413533835,-0.357142857,-0.563909774,-0.12406015,-0.473684211,-0.120300752,-0.691729323,-0.101503759,-0.823308271,-0.067669173,-0.947368421,0.018796992,-0.488721805,0.071428571,-0.721804511,0.12406015,-0.864661654,0.176691729,-1,0.142857143,-0.454887218,0.19924812,-0.669172932,0.240601504,-0.808270677,0.281954887,-0.939849624,0.255639098,-0.387218045,0.315789474,-0.556390977,0.364661654,-0.665413534,0.406015038,-0.77443609
0,0,0,-0.245967742,0.080645161,-0.495967742,-0.004032258,-0.677419355,-0.116935484,-0.85483871,-0.189516129,-0.536290323,-0.286290323,-0.745967742,-0.459677419,-0.879032258,-0.568548387,-1,-0.669354839,-0.427419355,-0.379032258,-0.608870968,-0.608870968,-0.733870968,-0.75,-0.846774194,-0.883064516,-0.294354839,-0.419354839,-0.455645161,-0.633064516,-0.572580645,-0.766129032,-0.685483871,-0.891129032,-0.137096774,-0.427419355,-0.213709677,-0.612903226,-0.274193548,-0.741935484,-0.342741935,-0.858870968
0,0,0,-0.208480565,-0.053003534,-0.346289753,-0.22614841,-0.431095406,-0.395759717,-0.540636042,-0.51590106,-0.215547703,-0.445229682,-0.272084806,-0.660777385,-0.310954064,-0.802120141,-0.335689046,-0.932862191,-0.074204947,-0.459363958,-0.074204947,-0.699646643,-0.074204947,-0.855123675,-0.074204947,-1,0.053003534,-0.4204947,0.06360424,-0.639575972,0.06360424,-0.787985866,0.053003534,-0.929328622,0.169611307,-0.349823322,0.219081272,-0.519434629,0.247349823,-0.632508834,0.265017668,-0.749116608
0,0,0,-0.110169492,-0.220338983,-0.06779661,-0.466101695,0.025423729,-0.656779661,0.072033898,-0.838983051,0.254237288,-0.525423729,0.449152542,-0.707627119,0.584745763,-0.813559322,0.707627119,-0.898305085,0.377118644,-0.398305085,0.644067797,-0.542372881,0.822033898,-0.61440678,0.974576271,-0.677966102,0.444915254,-0.258474576,0.699152542,-0.381355932,0.855932203,-0.453389831,1,-0.525423729,0.466101695,-0.105932203,0.673728814,-0.161016949,0.809322034,-0.190677966,0.93220339,-0.228813559
